,id,category,original_text,simple_text,source,collector,preprocessing_text
143,144,운동,항암화학요법을 받는 경우에도 몸의 상태에 맞게 운동하시면 됩니다.,약을 먹는 중이어도 내 몸에 맞게 움직이면 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,항암 화학 요법 받 경우 몸 상태 맞 운동 시
144,145,운동,퇴원 후에 복대를 계속 착용하고 있을 필요는 없습니다.,복대는 계속 안 차도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,퇴원 후 복 대 계속 착용 필요
145,146,목욕 및 샤워,샤워는 실밥을 제거한 후 2~3일 후부터 가능합니다.,실밥 뺀 뒤 2~3일 지나면 씻을 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,샤워 실밥 제거 후 후 가능
146,147,목욕 및 샤워,"탕에 들어가는 목욕은 실밥을 제거한 후 1달 후부터 가능하며,고령 환자의 경우 다른 가족의 도움을 받아 함께 하는 것이 안전합니다.",뜨거운 탕 목욕은 실밥 뺀 뒤 1달 후에 해요. 나이 많은 분은 가족과 함께 하는 게 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,탕 들어가 목욕 실밥 제거 후 달 후 가능 고령 환자 경우 다른 가족 도움 받 함께 안전
147,148,상처 관리,실밥제거 후상처에문제가 없으면더 이상의 치료(상처소독)는불필요 합니다.,상처가 괜찮으면 치료는 더 안 해도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,실밥 제거 후 상처 문제 으면 이상 치료 상처 소독 늘 불 필요
148,149,통증 관리,"당기는 듯한 느낌은 정상적으로 생길 수 있으나, 상처외의뱃속에서 참기 힘든 정도의 쥐어짜는 듯한 통증이 지속되면 병원을 방문하도록 합니다.",상처가 약간 당기고 이상한 느낌이 들어도 괜찮은 경우가 많아요. 그런데 배 속에서 아픈 느낌이 계속되거나 참기 어려우면 꼭 병원에 가야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,당기 듯 느낌 정상 생기 있 으나 상처 외 뱃속 참 힘들 정도 쥐어짜 듯 통증 지속 병원 방문 도록
149,150,일상생활,"청소, 세탁, 요리 등 가벼운 가사활동은 합병증이 없다면 보통1개월 후부터 가능합니다.","설거지나 빨래, 밥하기 같은 가벼운 집안일은 수술한 뒤 몸이 괜찮다면 보통 한 달 정도 지나면 시작할 수 있어요.",https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,청소 세탁 요리 가볍 가사 활동 합병증 다면 보통 개월 후 가능
150,151,일상생활,퇴원 후 1개월이 지나면 정상적으로 직장에 복귀할 수 있습니다.,퇴원하고 한 달이 지나면 회사에 다시 나갈 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,퇴원 후 개월 지나 정상 직장 복귀 있
151,152,일상생활,"그러나 출근을 시작한 후 당분간은 육체적으로 절대 무리하지 말아야 하며, 특히 규칙적인 영양 섭취에 지장을 받지 않도록 주의하십시오.","하지만 처음 일할 때는 무리하지 말고, 밥도 잘 챙겨 먹어야 해요.",https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,그러나 출근 시작 후 당분간 육체 절대 무리 말 특히 규칙 영양 섭취 지장 받 도록 주의 시
152,153,일상생활,가벼운 일상생활은 가능합니다.,집에서 하는 간단한 일은 해도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,가볍 일상생활 가능
153,154,일상생활,대부분 퇴원 1개월 후부터 가능하나 외래방문 시 상태를 확인한 후 결정됩니다.,"보통은 퇴원하고 한 달 후부터 할 수 있지만, 병원에 가서 괜찮은지 확인한 다음에 시작하는 게 좋아요.",https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,대부분 퇴원 개월 후 가능 나 외래 방문 시 상태 확인 후 결정
154,155,일상생활,퇴원 후 합병증이 없다면 대부분 가능하나 외래방문 시 상태를 확인한 후 결정하시는 것이 안전합니다.,"몸에 다른 문제가 없으면 할 수 있지만, 병원에 가서 다시 확인하고 시작하는 게 더 안전해요.",https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,퇴원 후 합병증 다면 대부분 가능 나 외래 방문 시 상태 확인 후 결정 시 안전
155,156,병원 방문,퇴원 2-3주 후 외과외래를 방문합니다.,퇴원하고 2-3주가 지나면 병원 외과에 다시 가요.,https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,퇴원 주 후 외과외래 방문
156,157,병원 방문,종양내과와 항암치료에 대해 상의를 해야할 경우 함께 예약을 해 드립니다.,항암 치료를 해야 하는지 물어보려면 병원에서 예약해줘요.,https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,종양 내과 항암 치료 상의 경우 함께 예약 드리
157,158,병원 방문,합병증과 재발 여부를 관찰하기 위해 완치를 시사하는 시점인 5년까지 정기적으로 외래를 방문하게 됩니다.,몸이 다시 아픈지 확인하려면 수술하고 나서도 5년 동안 병원에 가서 자주 확인해야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,합병증 재발 여부 관찰 완치 시사 시점 정기 외래 방문
158,159,병원 방문,"퇴원 후에도 각종 수술 후 합병증이 발현할 수 있으므로, 갑작스러운 복통, 복부팽만, 가스 배출 지연, 고열, 구토, 수술상처 염증 등의 증상이 있으면 가까운 병원이나 본원응급실을 방문하도록 합니다.","수술하고 나서도 갑자기 배가 아프거나, 배가 많이 부풀거나, 방귀가 안 나오는 것처럼 이상하면 병원에 빨리 가야 해요.",https://www.snuh.org/board/B016/view.do?bbs_no=3591,김하영,퇴원 후 각종 수술 후 합병증 발현 있 으므로 갑작 스럽 복통 복부 팽만 가스 배출 지연 고열 구토 수술 상처 염증 증상 으면 가깝 병원 이나 본원 응급실 방문 도록
159,160,식사,수술 후 제한하는 음식은 없으므로 골고루 충분한 식사를 섭취하십시오.,"먹으면 안 되는 특별한 음식은 없고, 골고루 잘 먹는 게 좋아요.",https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,수술 후 제한 음식 으므로 골고루 충분 식사 섭취 시
160,161,식사,소변에 섞여있는 점액질을 씻어내도록 하루 8컵 정도의 수분을 섭취하십시오.,소변에 섞인 끈적한 것을 씻어내려면 물을 하루에 8컵 정도 마셔요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,소변 섞이 점액질 씻 내 도록 하루 컵 정도 수분 섭취 시
161,162,식사,지나친 비만의 경우 회복이 늦고 사망률이 증가하므로 정상체중을 유지하십시오.,뚱뚱해지면 회복이 늦고 위험하니까 몸무게를 잘 유지해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,지나치 비만 경우 회복 늦 사망 률 증가 므로 정상 체중 유지 시
162,163,식사,술은 가능한 절제하십시오.,술은 많이 마시지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,술 가능 절제 시
163,164,식사,흡연은 말초로 가는 혈액순환을 방해하여 상처를 잘 낫지 않게 하므로 금연하십시오.,담배는 피지 마세요. 담배는 피를 잘 안 돌게 해서 상처가 잘 안 나아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,흡연 말초 가 혈액 순환 방해 상처 잘 낫 므로 금연 시
164,165,운동,처음 1달 동안은 일정하게 하루 30분~1시간 정도로 가볍게 걷는 것이 좋습니다.,처음 한 달 동안은 매일 30분에서 1시간 정도 천천히 걸어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,처음 달 동안 일정 하루 분 시간 정도 가볍 걷 좋
165,166,운동,"회복이 되면 수영, 자전거, 등산, 골프 등의 운동은 가능하나 과격하고 무리한 운동은 피하십시오.","몸이 괜찮아지면 수영, 자전거, 산책, 골프 같은 운동은 해도 돼요. 하지만 너무 힘든 운동은 하지 마세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,회복 수영 자전거 등산 골프 운동 가능 나 과격 무리 운동 피하 시
166,167,운동,퇴원 후 4주 이내에는 복압상승으로 상처에 압력이 가해지고 탈장이 발생 할 수 있으므로 무거운 물건은 들지 마십시오.,퇴원하고 4주 동안은 배에 힘이 너무 들어가면 안 좋아요. 무거운 물건 들지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,퇴원 후 주 이내 복 압 상승 상처 압력 가하 탈장 발생 있 으므로 무겁 물건 들 말 시
167,168,운동,되도록 허리 굽히는 일도 피하십시오.,허리를 많이 굽히지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,되도록 허리 굽히 피하 시
168,169,운동,수술 후 항암화학요법이나 방사선 치료 중인 경우 가벼운 산책 정도만 하십시오.,항암제나 레이저를 받고 있을 때는 산책처럼 쉬운 운동만 하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,수술 후 항암 화학 요법 이나 방사선 치료 경우 가볍 산책 정도 시
169,170,운동,수술 후 1~2개월까지는 산책 시 복대를 착용 하십시오.,수술하고 1-2달 동안은 걸을 때 복대를 차는 게 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,수술 후 개월 산책 시 복대 착용 시
170,171,목욕 및 샤워,수술 후 배액관을 가지고 퇴원하였을 경우 배액관 삽입부위에 물이 들어가지 않도록 주의해주십시오.,배에 관을 차고 집에 왔다면 물이 그 쪽에 들어가지 않게 조심하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,수술 후 배액관 가지 퇴원 경우 배액관 삽입 부위 물 들어가 도록 주의 시
171,172,목욕 및 샤워,상처가 완전히 아물 때까지는 목욕을 하지 마십시오.,상처가 다 낫기 전까지는 목욕하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,상처 완전히 아물 목욕 말 시
172,173,상처 관리,실밥 제거 후에는 상처 관리를 할 필요가 없습니다.,실밥을 뺀 뒤에는 상처를 따로 관리하지 않아도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,실밥 제거 후 상처 관리 필요
173,174,상처 관리,튜브를 삽입한 경우에는 삽입부위를 2~3일마다 소독해야 합니다.,"몸에 튜브가 있으면, 2~3일에 한 번씩 깨끗하게 닦아줘야 해요.",https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,튜브 삽입 경우 삽입 부위 마다 소독
174,175,통증 관리,"급작스러운 통증이 발생할 경우 담당의사와 상의하며, 통증조절이 부족할 경우 진통제를 처방받을 수 있습니다.","갑자기 배가 많이 아프면 병원에 물어보세요. 약을 먹어도 아프면, 병원에서 진통제를 줄 수 있어요.",https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,급작스럽 통증 발생 경우 담당 의사 상의 통증 조절 부족 경우 진통제 처방 받 있
175,176,일상생활,"사무실에 근무하는 경우 1개월 후, 육체노동은 3개월 후부터 가능합니다.",회사에서 앉아서 일하는 사람은 수술하고 1달이 지나면 다시 일할 수 있어요. 몸을 많이 쓰는 일은 3달 후부터 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,사무실 근무 경우 개월 후 육체노동 개월 후 가능
176,177,일상생활,배액관을 가지고 있을 경우 배액관이 꺾이거나 외부 압력에 의해 막히지 않도록 주의해서 활동합니다.,배액관을 가지고 있다면 그 관이 구부러지거나 눌리지 않게 조심해야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,배 액 관 가지 경우 배액관 꺾이 거나 외부 압력 의하 막히 도록 주의 활동
177,178,일상생활,한 달 정도는 무리한 운동을 피하십시오.,한 달 동안은 너무 힘든 운동은 하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,달 정도 무리 운동 피하 시
178,179,일상생활,4주 정도는 되도록 운전을 삼가십시오.,한 달 동안은 운전을 하지 않는 게 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,주 정도 도록 운전 삼가 시
179,180,일상생활,가장 좋은 기준은 통증이 지속되는 동안에는 운전하지 않는 것입니다.,배가 아프거나 힘들면 운전하지 않는 게 제일 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,가장 좋 기준 통증 지속 동안 운전
180,181,일상생활,마약성 진통제를 복용할 때에는 절대로 자동차나 오토바이를 운전하지 마십시오.,진통제을 먹는 날은 절대로 차나 오토바이를 운전하면 안 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,마약 진통제 복용 절대로 자동차 나 오토바이 운전 말 시
181,182,일상생활,장거리 여행을 계획 시 매 두 시간마다 휴식을 취해야 합니다.,멀리 여행을 갈 때는 두 시간마다 쉬는 게 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,장거리 여행 계획 시 매 두 시간 마다 휴식 취하
182,183,일상생활,퇴원 후 1개월째부터는 여행 및 비행기 탑승이 가능합니다.,병원에서 퇴원한 지 한 달이 지나면 여행이나 비행기를 탈 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,퇴원 후 개월 째 여행 및 비행기 탑승 가능
183,184,병원 방문,"고열, 심한 복부통증 및 상처부위 통증, 가스나 대변 배출이 없으면서 토하는 경우, 상처부위의 발적, 분비물 발생 시, 소변량이 감소하거나 소변에서 심한 냄새가 나고 탁해질 경우에는 병원을 방문하십시오.",다음과 같은 증상이 생기면 꼭 병원에 가세요: 몸에 열이 많이 나요. 배나 아픈 곳이 많이 아파요. 방귀나 똥이 안 나와요. 토를 해요. 상처에 진물 같은 게 나와요. 오줌이 잘 안 나와요.오줌 냄새가 너무 심하게 나거나 뿌옇게 보여요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,고열 심 복부 통증 및 상처 부위 통증 가스 나 대변 배출 으면서 토하 경우 상처 부위 발 분비물 발생 시 소변 량 감소 거나 소변 심하 냄새 나 탁하 경우 병원 방문 시
184,185,배변 및 배뇨,인조방광 용적을 넓히기 위해 정해진 시간마다 배뇨하도록 합니다.,수술한 방광의 양을 늘리기 위해 꼭 정해진 시간에 화장실에 가야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,인조 방광 용적 넓히 정하 시간 마다 배뇨 도록
185,186,배변 및 배뇨,목표는 매 4시간마다 배뇨하는 것입니다.,4시간마다 소변을 보는 게 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,목표 매 시간 마다 배뇨
186,187,배변 및 배뇨,"하지만, 4시간까지 소변을 참을 수 없다고 걱정할 필요는 없습니다.",4시간을 못 참아도 걱정하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,하지만 시간 소변 참 걱정 필요
187,188,배변 및 배뇨,"배뇨 시 500ml 이상 소변이 나오면, 좀 더 자주 소변을 보아야 합니다.","한 번에 오줌이 500ml보다 많이 나오면, 더 자주 화장실에 가야 해요.",https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,배뇨 시 이상 소변 나오 좀 자주 소변
188,189,배변 및 배뇨,만일 방광 팽만감이 있는데 배뇨를 할 수 없다면 스스로 카테터를 넣어 소변을 빼야 합니다.,"배가 빵빵한데도 오줌이 안 나오면, 스스로 관을 넣어서 오줌을 빼야 해요.",https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,만일 방광 팽만 감 는데 배뇨 다면 스스로 카테터 넣 소변 빼
189,190,배변 및 배뇨,배뇨 없이 6시간 이상을 기다리지 말아야 합니다.,6시간 동안 오줌을 안 보면 안 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,배뇨 없이 시간 이상 기다리 말
190,191,배변 및 배뇨,수술 후 소변줄을 제거한 뒤 요실금이 발생할 수 있으며 골반근육운동을 8~12주 이상 꾸준히 시행하시고 성인용 패드를 사용하시면 됩니다.,소변줄을 빼고 나면 오줌이 새는 경우가 있어요. 그럴 땐 골반 운동을 8주~12주 동안 꾸준히 하고 기저귀를 쓰세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,수술 후 소변 줄 제거 뒤 요실금 발생 있 으며 골반 근육 운동 주 이상 꾸준히 시행 시 성인 용 패드 사용 시
191,192,배변 및 배뇨,저녁에 술이나 수분섭취를 제한하십시오.,저녁에는 술이나 물을 너무 많이 마시지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,저녁 술 이나 수분 섭취 제한 시
192,193,운동,"배나 다리, 엉덩이 근육이 아닌 골반 근육만을 수축과 이완을 합니다.","배나 다리, 엉덩이 힘 말고, 골반 근육만 조이고 풀어요.",https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,배 나 다리 엉덩이 근육 골반 근육 수축 이완
193,194,운동,"소변을 보는 중간에 소변 줄기를 끊고 참아보거나, 방귀가 나오는 것을 참으려고 할 때처럼 하시면 됩니다.","오줌을 누다가 잠깐 멈춰보거나, 방귀를 참는 느낌으로 하면 돼요.",https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,소변 중간 소변 줄기 끊 참 보 거나 방귀 나오 참 으려고 처럼 시
194,195,운동,매일 꾸준히 운동해야 하며 하루 30회에서 점차 100회까지 늘여갑니다.,매일 운동을 꾸준히 하세요. 하루에 30번부터 시작해서 100번까지 조금씩 늘려요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,매일 꾸준히 운동 하루 회 점차 회 늘이 가
195,196,운동,한 번 운동할 때 20분 이상 하지 마십시오.,한 번 운동할 때는 20분을 넘기지 않도록 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3593,김하영,번 운동 분 이상 말 시
196,197,식사,가리는 것 없이골고루 드십시오.,음식을 안 가리고 골고루 먹는 게 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,가리 없이 골고루 들 시
197,198,식사,"골다공증 예방을 위해 칼슘이 많이 함유된 음식을 드십시오(우유, 요플레, 치즈, 멸치, 뼈째 먹는 생선, 김, 미역, 다미사,두부, 두유 등).","뼈가 튼튼하려면 칼슘이 많은 음식을 먹어요. 예를 들면 우유, 요거트, 치즈, 멸치, 뼈째 먹는 생선, 김, 미역, 다시마, 두부, 두유 등이에요.",https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,골다공증 예방 칼슘 많이 함유 음식 들 시 ᆸ시오 우유 요플레 치즈 멸치 뼈 째 먹 생선 김 미역 다 미사 두부 두유
198,199,식사,"난소를 함께 제거한 경우 폐경 증상 완화를 위해 식물성 에스트로겐이 함유된 식품을 드십시오(콩 제품,두유, 연두부, 순두부,된장, 녹황색 콩, 해바라기 씨등).","난소를 같이 수술한 경우엔 몸에 좋은 콩 음식(두유, 된장, 콩, 해바라기 씨 등)을 먹는 게 좋아요.",https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,난소 함께 제거 경우 폐경 증상 완화 식물 에스트로겐 함유 식품 드시 ᆸ시오 콩 제품 두유 연두부 순두부 된장 녹황색 콩 해바라기 씨
199,200,식사,"철분이 많이 함유된 음식(간, 소라, 굴, 바지락, 멸치, 장어, 고등어, 파슬리, 시금치, 호박, 당근, 감자, 미역, 다시마, 김 등)과 함께 신선한 채소와 과일을 드십시오.","피가 부족하지 않게 하려면 간, 조개, 멸치, 생선, 시금치 같은 음식과 함께 채소와 과일도 많이 먹어요.",https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,철분 많이 함유 음식 간 소라 굴 바지락 멸치 장어 고등어 파슬리 시금치 호박 당근 감자 미역 다시마 김 함께 신선 채소 과일 들 시
200,201,목욕 및 샤워,방사선 치료를 받을 경우 치료 받는 동안에는 샤워나 목욕을 삼가십시오.,방사선 치료를 받는 동안에는 씻거나 목욕하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,방사선 치료 받 경우 치료 받 동안 샤워 나 목욕 삼가 시
201,202,상처 관리,"수술상처의실밥 제거 후상처에 문제(상처 벌어짐, 염증 증상)가 없으면 더 이상의 상처 치료는 하지 않습니다.",실밥을 빼고 상처가 벌어지지 않고 덧나지 않으면 더 이상 치료하지 않아도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,수술 상처 실밥 제거 후 상처 문제 상처 벌어지 염증 증상 가 으면 이상 상처 치료
202,203,상처 관리,복대는 수술상처를 지지하여 복부의 편안함을 위한 것으로 퇴원 후 4주정도 착용하고 누워있을 때는 풀어 놓으셔도 됩니다.,배를 감싸는 천은 배가 편하게 도와주는 거예요. 4주 동안은 하고 있다가 누울 때는 풀어놔도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,복 대 수술 상처 지지 복부 편안 ᆷ 퇴원 후 주정 착용 눕 풀 놓 으시 어도
203,204,통증 관리,통증 조절을 위해 처방된 약을복약 지시에 따라 복용하십시오.,아픈 걸 덜기 위해 받은 약은 알려준 대로 먹어야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,통증 조절 처방 약 복약 지시 복용 시
204,205,일상생활,"할 수 있는 만큼의청소, 세탁, 요리 등 가벼운 가사 활동은가능합니다.","힘들지 않은 청소, 빨래, 밥 하기 같은 집안일은 해도 돼요.",https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,있 만큼 청소 세탁 요리 가볍 가사 활동 가능
205,206,일상생활,수술 후 회복 상태에 따라 차이가 있을 수 있으며 퇴원 6주후에는사회 활동이가능합니다.,사람마다 몸이 낫는 속도가 다르지만 보통 6주가 지나면 밖에서 활동할 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,수술 후 회복 상태 차이 있 으며 퇴원 주 후 사회 활동 가능
206,207,일상생활,항암치료나 방사선치료 중에는 환자 상태에 따라 사회 활동 가능 시기가 달라질 수 있습니다.,약을 먹거나 치료받는 중이면 밖에서 활동할 수 있는지는 몸 상태를 보고 결정해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,항암 치료 나 방사선 치료 환자 상태 사회 활동 가능 시기 달라지 있
207,208,일상생활,자가 운전은 퇴원 후 4주 후에 가능합니다.,차를 직접 모는 건 4주 지나고 나서부터 할 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,자가 운전 퇴원 후 주 후 가능
208,209,일상생활,여행은 제한이 없으나 환자 상태를 고려하여 무리하지 않도록 합니다.,여행이나 비행기 타는 건 가능하지만 무리하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,여행 제한 으나 환자 상태 고려 무리 도록
209,210,일상생활,비행기 탑승에는 문제가 없습니다.,비행기 타는 건 문제 없어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,비행기 탑승 문제
210,211,병원 방문,"수술부위에 문제(상처 벌어짐, 진물, 염증)가 발생한 경우.",상처가 벌어지거나 진물이 나오거나 덧나면 병원에 가야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,수술 부위 문제 상처 벌어지 ᆷ 진물 염증 가 발생 경우
211,212,병원 방문,선홍색 질 출혈이 있거나 악취 나는 질 분비물이 있는 경우.,밑에서 피가 나거나 냄새나는 분비물이 나오면 병원에 가야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,선홍색 질 출혈 거나 악취 나 질 분비물 경우
212,213,병원 방문,배뇨 곤란이 있거나 잔뇨감이 있는 경우.,오줌 누기 힘들거나 오줌이 남아있는 느낌이 있으면,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,배뇨 곤란 거나 잔뇨 감 경우
213,214,주의사항,질 내의 상처 회복을 위해 퇴원 후 6~8주 동안 성생활을 삼가십시오.,다 낫기 전까지는 두 달 동안 부부관계는 하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,질 내 상처 회복 퇴원 후 주 동안 성생활 삼가 시
214,215,주의사항,항암제 치료 중에도 성생활은 가능합니다.,약을 먹는 중이어도 부부관계는 할 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,항암제 치료 성생활 가능
215,216,주의사항,자가 배뇨를 못하는 경우 신장 손상을 예방하기 위해 자가 도뇨가 필요합니다.,혼자 오줌을 못 누면 신장이 다치지 않게 오줌을 빼는 걸 해야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,자가 배뇨 못 경우 신장 손상 예방 자가 도뇨 필요
216,217,주의사항,수술 시 난소를 함께 절제한 경우 폐경 증상이 나타날 수 있습니다.,난소를 같이 제거하면 폐경 증상이 생길 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,수술 시 난소 함께 절제 경우 폐경 증상 나타나 있
217,218,주의사항,폐경 증상과 관련된 호르몬 치료는 추후 외래에서 담당 의사와 의논하십시오.,폐경과 관련된 치료는 나중에 병원에서 의사랑 얘기하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3595,김하영,폐경 증상 관련 호르몬 치료 추후 외래 담당 의사 의논 시
218,219,식사,골고루 충분한 양의 균형 잡힌 식사가 가장 기본입니다.,여러 가지 반찬을 충분히 골고루 먹는 게 제일 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3597,김하영,골고루 충분 양 균형 잡히 식사 가장 기본
219,220,일상생활,흡연은 말초로 가는 혈액순환을 방해하여 수술 후 상처를 잘 낫지 않게 하므로 금연하고 술은 가능한 한 절제합니다.,담배는 피지 말고 술도 너무 많이 마시지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3597,김하영,흡연 말초 가 혈액 순환 방해 수술 후 상처 잘 낫 므로 금연 술 가능 한 절제
